latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
47.627415,-122.17464,179.0,-25200,America/Los_Angeles,GMT-7

time,temperature_2m_mean (°C),sunshine_duration (s),precipitation_sum (mm),rain_sum (mm),snowfall_sum (cm),wind_speed_10m_max (km/h)
2003-02-25,0.2,38402.75,0.00,0.00,0.00,8.5
2003-02-26,2.5,35017.96,0.00,0.00,0.00,9.3
2003-02-27,2.5,38710.07,0.00,0.00,0.00,10.0
2003-02-28,3.9,5405.76,2.10,2.10,0.00,10.7
2003-03-01,3.8,38892.84,0.00,0.00,0.00,7.1
2003-03-02,3.2,1737.26,5.70,5.70,0.00,9.3
2003-03-03,4.1,37267.53,0.10,0.10,0.00,11.9
2003-03-04,4.5,22058.76,0.00,0.00,0.00,12.3
2003-03-05,4.7,0.00,9.70,9.70,0.00,19.2
2003-03-06,3.7,31096.21,4.40,4.40,0.00,20.1
2003-03-07,2.7,37844.31,12.20,10.90,0.91,13.7
2003-03-08,1.9,639.69,5.50,5.40,0.14,10.9
2003-03-09,6.0,18670.56,13.70,13.70,0.00,23.4
2003-03-10,8.5,13023.32,1.00,1.00,0.00,22.9
2003-03-11,7.4,0.00,10.60,10.60,0.00,28.6
2003-03-12,8.6,0.00,25.10,25.10,0.00,36.4
2003-03-13,9.4,11341.40,20.60,20.60,0.00,32.4
2003-03-14,9.1,29265.71,3.30,3.30,0.00,26.8
2003-03-15,9.3,40908.16,2.40,2.40,0.00,25.9
2003-03-16,7.0,38603.89,1.40,1.40,0.00,18.0
2003-03-17,6.4,40879.66,0.00,0.00,0.00,14.2
2003-03-18,5.5,35089.41,2.20,2.20,0.00,21.6
2003-03-19,5.9,0.00,7.90,7.90,0.00,11.6
2003-03-20,6.9,31872.23,2.30,2.30,0.00,23.9
2003-03-21,6.5,6465.96,22.30,22.30,0.00,30.7
2003-03-22,7.5,39589.89,19.40,19.40,0.00,33.8
2003-03-23,4.7,33028.14,8.80,8.80,0.00,20.3
2003-03-24,4.5,28266.86,0.00,0.00,0.00,18.3
2003-03-25,7.1,26836.02,0.70,0.70,0.00,19.1
2003-03-26,5.8,36068.54,7.20,7.20,0.00,22.5
2003-03-27,5.7,39412.26,4.00,4.00,0.00,13.2
2003-03-28,6.5,39548.80,0.00,0.00,0.00,7.3
2003-03-29,9.3,42310.58,0.00,0.00,0.00,7.9
2003-03-30,11.3,18107.70,3.10,3.10,0.00,17.0
2003-03-31,8.6,43267.23,16.40,16.40,0.00,13.7
2003-04-01,5.4,39735.68,5.20,5.20,0.00,21.1
2003-04-02,4.6,42579.86,1.40,1.40,0.00,18.5
2003-04-03,4.3,30535.19,3.70,3.70,0.00,18.3
2003-04-04,4.0,43443.86,0.90,0.90,0.00,10.0
2003-04-05,3.1,8170.22,8.00,8.00,0.00,19.2
2003-04-06,5.7,34495.10,6.70,6.70,0.00,15.9
2003-04-07,6.6,0.00,9.70,9.70,0.00,24.6
2003-04-08,10.6,29561.70,0.50,0.50,0.00,22.8
2003-04-09,7.4,41860.81,4.30,4.30,0.00,20.2
2003-04-10,8.5,24456.46,1.60,1.60,0.00,13.5
2003-04-11,9.7,43876.27,2.90,2.90,0.00,16.4
2003-04-12,7.9,13765.54,3.30,3.30,0.00,10.8
2003-04-13,7.9,40145.73,7.40,7.40,0.00,25.7
2003-04-14,8.5,46707.20,0.20,0.20,0.00,20.5
2003-04-15,8.4,41237.00,0.50,0.50,0.00,13.0
2003-04-16,8.3,34395.37,1.70,1.70,0.00,15.6
2003-04-17,6.7,37800.85,10.70,10.70,0.00,13.6
2003-04-18,6.9,47194.90,1.60,1.60,0.00,9.8
2003-04-19,7.8,32859.40,0.00,0.00,0.00,12.2
2003-04-20,9.8,37922.34,5.20,5.20,0.00,11.7
2003-04-21,8.3,1982.94,6.60,6.60,0.00,7.9
2003-04-22,8.6,36626.12,0.30,0.30,0.00,13.7
2003-04-23,6.6,0.00,7.70,7.70,0.00,14.8
2003-04-24,6.2,8986.02,9.50,9.50,0.00,14.8
2003-04-25,7.3,49966.54,0.00,0.00,0.00,18.0
2003-04-26,7.3,45869.74,0.10,0.10,0.00,17.4
2003-04-27,9.1,49043.52,0.00,0.00,0.00,14.8
2003-04-28,10.7,47483.81,0.00,0.00,0.00,19.0
2003-04-29,10.4,46921.05,0.10,0.10,0.00,14.4
2003-04-30,10.6,50386.73,0.00,0.00,0.00,12.0
2003-05-01,10.9,50400.00,0.00,0.00,0.00,7.9
2003-05-02,10.2,49184.70,0.00,0.00,0.00,9.6
2003-05-03,8.5,29641.87,2.00,2.00,0.00,18.0
2003-05-04,7.5,8389.67,10.50,10.50,0.00,17.8
2003-05-05,6.7,50400.00,8.90,8.90,0.00,10.6
2003-05-06,6.9,50484.73,0.20,0.20,0.00,11.8
2003-05-07,7.4,44374.82,0.90,0.90,0.00,12.2
2003-05-08,9.1,50408.77,0.00,0.00,0.00,13.5
2003-05-09,10.1,50400.00,0.00,0.00,0.00,8.3
2003-05-10,10.5,50400.00,0.00,0.00,0.00,7.9
2003-05-11,11.0,50673.43,0.00,0.00,0.00,8.2
2003-05-12,10.7,50400.00,0.40,0.40,0.00,11.3
2003-05-13,11.8,48318.22,0.00,0.00,0.00,9.9
2003-05-14,9.8,43966.24,4.40,4.40,0.00,23.1
2003-05-15,6.1,47215.51,10.20,10.20,0.00,15.8
2003-05-16,6.4,44619.37,7.20,7.20,0.00,15.9
2003-05-17,5.7,46540.60,6.50,6.50,0.00,10.5
2003-05-18,7.6,52352.67,0.00,0.00,0.00,9.7
2003-05-19,9.6,51415.93,0.00,0.00,0.00,10.8
2003-05-20,9.3,2245.20,4.50,4.50,0.00,10.4
2003-05-21,11.7,19845.96,1.80,1.80,0.00,9.2
2003-05-22,12.5,1878.17,2.20,2.20,0.00,8.3
2003-05-23,15.9,51440.59,0.00,0.00,0.00,12.9
2003-05-24,13.9,20495.39,9.50,9.50,0.00,16.1
2003-05-25,11.5,16154.35,4.20,4.20,0.00,10.9
2003-05-26,12.1,33488.81,0.00,0.00,0.00,12.3
2003-05-27,15.6,53768.92,0.00,0.00,0.00,13.8
2003-05-28,15.1,41859.61,0.20,0.20,0.00,12.1
2003-05-29,14.2,53852.50,0.00,0.00,0.00,17.1
2003-05-30,14.7,35971.89,1.30,1.30,0.00,13.8
2003-05-31,13.2,49090.34,0.00,0.00,0.00,13.0
2003-06-01,12.8,31881.25,0.50,0.50,0.00,12.2
2003-06-02,12.2,54015.59,0.00,0.00,0.00,10.0
2003-06-03,13.1,55657.82,0.00,0.00,0.00,17.1
2003-06-04,16.0,55699.30,0.00,0.00,0.00,18.5
2003-06-05,18.9,56141.97,0.00,0.00,0.00,18.4
2003-06-06,20.8,56181.88,0.00,0.00,0.00,14.8
2003-06-07,21.6,56220.46,0.00,0.00,0.00,11.6
2003-06-08,17.9,56257.60,0.00,0.00,0.00,11.9
2003-06-09,15.3,53532.60,0.00,0.00,0.00,14.1
2003-06-10,13.4,17694.48,0.00,0.00,0.00,13.7
2003-06-11,14.7,48670.72,0.00,0.00,0.00,9.8
2003-06-12,15.0,41550.54,0.00,0.00,0.00,15.0
2003-06-13,13.7,33514.34,2.30,2.30,0.00,16.8
2003-06-14,13.8,46895.00,0.00,0.00,0.00,15.5
2003-06-15,14.5,55135.20,0.00,0.00,0.00,10.7
2003-06-16,16.3,54728.87,0.00,0.00,0.00,14.2
2003-06-17,19.1,56617.50,0.00,0.00,0.00,10.5
2003-06-18,14.5,17874.69,0.30,0.30,0.00,8.9
2003-06-19,12.3,6729.97,2.50,2.50,0.00,9.0
2003-06-20,11.1,51185.25,8.90,8.90,0.00,6.8
2003-06-21,10.6,51604.19,7.10,7.10,0.00,10.8
2003-06-22,11.9,47763.93,1.00,1.00,0.00,13.5
2003-06-23,12.3,52242.62,0.50,0.50,0.00,7.9
2003-06-24,13.9,56410.15,0.00,0.00,0.00,9.5
2003-06-25,16.0,56011.41,0.00,0.00,0.00,10.1
2003-06-26,18.2,56021.95,0.00,0.00,0.00,11.6
2003-06-27,18.9,55624.95,0.00,0.00,0.00,12.4
2003-06-28,19.6,56438.10,0.00,0.00,0.00,15.8
2003-06-29,20.7,56057.37,0.20,0.20,0.00,20.2
2003-06-30,15.6,39728.97,0.70,0.70,0.00,21.6
2003-07-01,13.7,52008.33,0.00,0.00,0.00,11.3
2003-07-02,13.7,54877.59,0.00,0.00,0.00,13.2
2003-07-03,14.9,55300.05,0.00,0.00,0.00,12.0
2003-07-04,16.1,55316.80,0.00,0.00,0.00,12.8
2003-07-05,15.3,24293.47,0.20,0.20,0.00,8.6
2003-07-06,16.8,54948.29,0.00,0.00,0.00,11.1
2003-07-07,16.8,43260.23,0.00,0.00,0.00,6.7
2003-07-08,15.4,21824.08,2.00,2.00,0.00,12.6
2003-07-09,17.7,54205.12,0.00,0.00,0.00,9.4
2003-07-10,20.7,55033.16,0.00,0.00,0.00,11.9
2003-07-11,19.2,54623.85,0.00,0.00,0.00,6.5
2003-07-12,18.8,47939.21,0.30,0.30,0.00,17.1
2003-07-13,17.3,51256.05,0.20,0.20,0.00,18.0
2003-07-14,17.9,53842.39,0.00,0.00,0.00,15.8
2003-07-15,17.8,52203.88,0.00,0.00,0.00,9.7
2003-07-16,16.6,52208.73,0.00,0.00,0.00,11.2
2003-07-17,16.9,53712.73,0.00,0.00,0.00,16.6
2003-07-18,18.9,53688.72,0.00,0.00,0.00,12.1
2003-07-19,20.6,53662.93,0.00,0.00,0.00,10.2
2003-07-20,20.5,53529.25,0.00,0.00,0.00,12.7
2003-07-21,20.9,53469.59,0.00,0.00,0.00,15.0
2003-07-22,20.9,53407.52,0.00,0.00,0.00,13.6
2003-07-23,19.4,53342.97,0.00,0.00,0.00,12.1
2003-07-24,17.9,52579.87,0.00,0.00,0.00,9.7
2003-07-25,18.4,53206.77,0.00,0.00,0.00,8.4
2003-07-26,18.2,53135.33,0.00,0.00,0.00,10.1
2003-07-27,19.5,53061.78,0.00,0.00,0.00,14.5
2003-07-28,21.4,52986.22,0.00,0.00,0.00,11.0
2003-07-29,22.5,52908.75,0.00,0.00,0.00,9.7
2003-07-30,23.2,52829.44,0.00,0.00,0.00,12.2
2003-07-31,21.2,52610.36,0.00,0.00,0.00,8.4
2003-08-01,18.0,52267.55,0.00,0.00,0.00,10.1
2003-08-02,17.7,46207.29,0.00,0.00,0.00,10.8
2003-08-03,18.1,48852.27,0.00,0.00,0.00,14.4
2003-08-04,17.9,52000.07,0.00,0.00,0.00,10.2
2003-08-05,19.3,50553.21,0.10,0.10,0.00,14.4
2003-08-06,17.3,50965.21,0.70,0.70,0.00,15.1
2003-08-07,18.3,51006.83,0.00,0.00,0.00,9.1
2003-08-08,18.5,46066.77,0.10,0.10,0.00,12.2
2003-08-09,17.6,50302.04,0.20,0.20,0.00,9.2
2003-08-10,18.4,50227.50,0.20,0.20,0.00,10.4
2003-08-11,17.4,50147.88,0.00,0.00,0.00,10.2
2003-08-12,16.4,50166.04,0.00,0.00,0.00,12.8
2003-08-13,17.4,49992.42,0.00,0.00,0.00,11.6
2003-08-14,18.8,49914.05,0.00,0.00,0.00,18.7
2003-08-15,19.9,44172.78,0.00,0.00,0.00,17.7
2003-08-16,17.1,40039.61,0.50,0.50,0.00,12.3
2003-08-17,18.5,49643.77,0.00,0.00,0.00,8.1
2003-08-18,18.9,49597.48,0.00,0.00,0.00,13.7
2003-08-19,18.4,47927.50,0.00,0.00,0.00,9.8
2003-08-20,17.9,49437.98,0.00,0.00,0.00,14.4
2003-08-21,19.4,49358.06,0.00,0.00,0.00,9.2
2003-08-22,16.7,48736.52,0.00,0.00,0.00,13.3
2003-08-23,15.0,43873.27,0.00,0.00,0.00,12.4
2003-08-24,16.1,46172.77,0.00,0.00,0.00,10.4
2003-08-25,19.1,46958.14,0.00,0.00,0.00,8.6
2003-08-26,17.8,35198.98,0.00,0.00,0.00,16.3
2003-08-27,16.7,39369.40,0.40,0.40,0.00,8.2
2003-08-28,16.9,47426.50,0.00,0.00,0.00,16.9
2003-08-29,18.7,47348.62,0.00,0.00,0.00,13.0
2003-08-30,19.3,46575.89,0.00,0.00,0.00,12.7
2003-08-31,18.2,46845.19,0.00,0.00,0.00,13.8
2003-09-01,16.8,46419.50,0.00,0.00,0.00,16.6
2003-09-02,19.6,46339.55,0.00,0.00,0.00,15.6
2003-09-03,20.9,44665.60,0.00,0.00,0.00,12.6
2003-09-04,21.4,45519.41,0.00,0.00,0.00,10.2
2003-09-05,20.5,45405.69,0.00,0.00,0.00,10.1
2003-09-06,19.1,43245.81,0.00,0.00,0.00,16.6
2003-09-07,15.1,14226.83,8.30,8.30,0.00,20.4
2003-09-08,13.9,43200.00,4.90,4.90,0.00,11.6
2003-09-09,14.6,41879.41,0.20,0.20,0.00,13.9
2003-09-10,14.6,7911.31,5.40,5.40,0.00,21.3
2003-09-11,14.1,9112.41,14.80,14.80,0.00,16.3
2003-09-12,12.9,43212.55,0.00,0.00,0.00,9.8
2003-09-13,13.0,43273.81,0.00,0.00,0.00,9.2
2003-09-14,13.1,36585.59,0.00,0.00,0.00,9.4
2003-09-15,12.9,31664.75,0.00,0.00,0.00,10.1
2003-09-16,10.6,42926.79,20.50,20.50,0.00,7.2
2003-09-17,11.4,33736.39,0.00,0.00,0.00,12.3
2003-09-18,13.7,29741.96,1.30,1.30,0.00,18.8
2003-09-19,13.8,40087.86,10.10,10.10,0.00,12.9
2003-09-20,12.4,43200.00,0.00,0.00,0.00,10.2
2003-09-21,12.1,43200.00,0.00,0.00,0.00,12.3
2003-09-22,14.3,43195.54,0.00,0.00,0.00,9.9
2003-09-23,14.3,43113.69,0.00,0.00,0.00,14.2
2003-09-24,14.6,42908.53,0.00,0.00,0.00,9.0
2003-09-25,15.3,42702.80,0.00,0.00,0.00,10.5
2003-09-26,14.9,42496.59,0.00,0.00,0.00,16.2
2003-09-27,17.5,42290.07,0.00,0.00,0.00,14.9
2003-09-28,17.7,42083.33,0.00,0.00,0.00,11.2
2003-09-29,16.2,41876.52,0.00,0.00,0.00,10.1
2003-09-30,15.4,38661.71,0.00,0.00,0.00,8.7
2003-10-01,15.1,41463.14,0.00,0.00,0.00,9.3
2003-10-02,14.5,39165.61,0.00,0.00,0.00,6.7
2003-10-03,13.7,41050.95,0.00,0.00,0.00,9.0
2003-10-04,13.6,40585.98,0.00,0.00,0.00,6.9
2003-10-05,13.3,32092.95,0.00,0.00,0.00,8.2
2003-10-06,14.5,33950.48,10.60,10.60,0.00,16.6
2003-10-07,13.0,28818.91,5.70,5.70,0.00,18.7
2003-10-08,11.5,33580.68,6.10,6.10,0.00,29.9
2003-10-09,10.1,36647.30,3.20,3.20,0.00,21.2
2003-10-10,9.5,36692.69,0.50,0.50,0.00,12.9
2003-10-11,9.1,9145.43,8.60,8.60,0.00,25.8
2003-10-12,10.2,21249.06,15.60,15.60,0.00,33.0
2003-10-13,9.9,26648.49,0.10,0.10,0.00,14.5
2003-10-14,9.9,36000.00,0.00,0.00,0.00,12.5
2003-10-15,7.6,2664.44,8.80,8.80,0.00,25.4
2003-10-16,11.5,0.00,41.70,41.70,0.00,36.6
2003-10-17,15.0,18035.82,26.10,26.10,0.00,31.8
2003-10-18,13.5,20812.22,0.00,0.00,0.00,15.3
2003-10-19,12.7,24733.34,10.70,10.70,0.00,19.1
2003-10-20,14.4,512.83,61.40,61.40,0.00,32.4
2003-10-21,15.5,21600.00,21.60,21.60,0.00,13.8
2003-10-22,14.4,15891.01,9.70,9.70,0.00,19.2
2003-10-23,8.7,35526.11,5.90,5.90,0.00,9.7
2003-10-24,7.7,33573.72,0.00,0.00,0.00,14.1
2003-10-25,8.5,35859.80,0.00,0.00,0.00,12.7
2003-10-26,9.7,35756.57,0.00,0.00,0.00,9.4
2003-10-27,9.8,21307.01,0.10,0.10,0.00,10.7
2003-10-28,10.9,2621.38,11.30,11.30,0.00,22.1
2003-10-29,6.4,35267.79,0.40,0.40,0.00,13.2
2003-10-30,4.4,35362.70,0.00,0.00,0.00,13.6
2003-10-31,2.3,35267.64,0.00,0.00,0.00,15.5
2003-11-01,1.9,20455.53,0.10,0.00,0.07,11.3
2003-11-02,2.5,24096.39,0.50,0.50,0.00,13.9
2003-11-03,0.9,34933.90,0.00,0.00,0.00,9.8
2003-11-04,0.9,34750.25,0.00,0.00,0.00,11.4
2003-11-05,-0.1,34567.63,0.00,0.00,0.00,10.8
2003-11-06,0.2,34386.26,0.00,0.00,0.00,11.5
2003-11-07,2.3,33534.09,0.00,0.00,0.00,10.2
2003-11-08,5.3,32725.18,0.30,0.30,0.00,11.6
2003-11-09,5.3,30530.78,0.00,0.00,0.00,9.2
2003-11-10,7.2,0.00,14.10,14.10,0.00,22.3
2003-11-11,7.7,24078.22,1.90,1.90,0.00,14.7
2003-11-12,5.5,31611.23,0.00,0.00,0.00,8.7
2003-11-13,4.8,32494.55,0.00,0.00,0.00,14.3
2003-11-14,7.5,0.00,0.00,0.00,0.00,14.3
2003-11-15,6.1,3120.42,5.00,5.00,0.00,21.6
2003-11-16,6.0,2434.19,14.30,14.30,0.00,29.6
2003-11-17,6.6,11519.05,15.70,15.70,0.00,35.7
2003-11-18,9.0,0.00,63.60,63.60,0.00,41.4
2003-11-19,4.3,18000.00,31.70,27.20,3.15,37.5
2003-11-20,1.8,13173.76,1.40,1.40,0.07,13.7
2003-11-21,-0.4,28981.87,0.40,0.20,0.21,16.0
2003-11-22,-0.5,28286.90,0.00,0.00,0.00,13.0
2003-11-23,3.5,0.00,6.30,6.30,0.00,25.3
2003-11-24,3.2,27657.07,4.20,4.20,0.00,24.3
2003-11-25,3.8,25419.74,10.20,10.20,0.00,33.2
2003-11-26,3.9,23734.64,0.50,0.50,0.00,16.6
2003-11-27,4.7,6406.90,0.00,0.00,0.00,17.1
2003-11-28,5.8,0.00,33.10,33.10,0.00,28.7
2003-11-29,6.8,10134.33,7.10,7.10,0.00,16.9
2003-11-30,2.6,28800.00,0.00,0.00,0.00,14.0
2003-12-01,4.1,299.82,0.50,0.50,0.00,11.4
2003-12-02,6.9,3170.20,11.10,11.10,0.00,28.1
2003-12-03,3.0,28800.00,3.00,3.00,0.00,13.5
2003-12-04,3.7,158.32,4.50,4.50,0.00,31.9
2003-12-05,5.7,0.00,13.50,13.50,0.00,27.8
2003-12-06,5.1,27782.81,9.10,9.10,0.00,27.7
2003-12-07,2.9,8426.90,4.00,4.00,0.00,11.2
2003-12-08,3.7,25857.12,0.40,0.40,0.00,8.6
2003-12-09,2.3,6458.08,0.00,0.00,0.00,9.3
2003-12-10,2.4,0.00,4.30,4.30,0.00,8.9
2003-12-11,4.2,17993.50,2.90,2.90,0.00,18.7
2003-12-12,4.6,13841.21,7.50,7.50,0.00,22.4
2003-12-13,4.6,0.00,10.10,10.10,0.00,25.6
2003-12-14,3.7,14239.29,3.70,3.50,0.14,29.2
2003-12-15,4.2,9518.82,1.20,1.20,0.00,16.9
2003-12-16,5.6,0.00,7.00,7.00,0.00,31.9
2003-12-17,4.5,28800.00,0.50,0.50,0.00,12.1
2003-12-18,4.3,28800.00,0.00,0.00,0.00,13.0
2003-12-19,4.7,20529.51,2.40,2.40,0.00,17.8
2003-12-20,6.3,9186.17,5.00,5.00,0.00,17.1
2003-12-21,5.4,28789.15,0.00,0.00,0.00,11.4
2003-12-22,5.1,25517.25,0.00,0.00,0.00,16.3
2003-12-23,6.0,0.00,1.20,1.20,0.00,17.9
2003-12-24,5.6,20850.15,6.50,6.50,0.00,25.6
2003-12-25,3.7,28682.34,2.50,2.50,0.00,18.4
2003-12-26,1.3,28663.51,0.70,0.70,0.00,15.3
2003-12-27,1.7,11347.66,9.70,9.10,0.42,26.6
2003-12-28,0.9,26574.05,0.70,0.70,0.00,18.8
2003-12-29,-1.4,28627.39,0.00,0.00,0.00,17.0
2003-12-30,-1.2,0.00,0.60,0.10,0.49,16.3
2003-12-31,0.5,18179.80,4.00,0.90,2.17,16.3
2004-01-01,-1.0,0.00,3.90,1.90,1.40,13.7
2004-01-02,-0.0,19375.52,1.80,0.80,0.77,12.8
2004-01-03,-2.4,20331.09,4.40,0.80,3.15,19.0
2004-01-04,-6.6,29170.74,0.00,0.00,0.00,16.3
2004-01-05,-8.7,16236.02,0.00,0.00,0.00,14.5
2004-01-06,-6.4,0.00,12.20,2.60,6.79,19.6
2004-01-07,-0.2,5364.78,13.70,9.00,3.29,21.1
2004-01-08,2.4,9889.60,4.40,4.40,0.00,17.7
2004-01-09,4.1,7650.21,2.50,2.50,0.00,17.2
2004-01-10,5.3,25619.30,3.80,3.80,0.00,15.8
2004-01-11,3.4,16999.80,0.20,0.20,0.00,10.1
2004-01-12,4.6,14769.66,1.70,1.70,0.00,14.0
2004-01-13,6.0,8407.50,0.20,0.20,0.00,13.9
2004-01-14,6.5,0.00,9.60,9.60,0.00,16.5
2004-01-15,7.1,3903.37,9.30,9.30,0.00,20.2
2004-01-16,4.7,18268.89,0.00,0.00,0.00,9.8
2004-01-17,4.9,23735.62,0.00,0.00,0.00,12.9
2004-01-18,5.3,6588.19,7.50,7.50,0.00,15.7
2004-01-19,6.2,21044.08,2.60,2.60,0.00,13.9
2004-01-20,3.6,29897.17,0.00,0.00,0.00,8.9
2004-01-21,3.2,24868.03,0.00,0.00,0.00,7.7
2004-01-22,4.2,9939.72,0.80,0.80,0.00,14.8
2004-01-23,5.1,0.00,24.30,24.30,0.00,12.3
2004-01-24,3.3,29377.37,12.00,11.80,0.14,14.7
2004-01-25,1.7,25003.49,0.20,0.20,0.00,15.6
2004-01-26,3.5,11772.63,4.10,4.10,0.00,25.9
2004-01-27,5.0,18276.99,3.00,3.00,0.00,22.3
2004-01-28,6.1,0.00,21.60,21.60,0.00,26.3
2004-01-29,8.0,0.00,44.00,44.00,0.00,35.9
2004-01-30,4.8,25742.18,8.40,8.40,0.00,35.3
2004-01-31,2.5,17719.52,7.70,7.30,0.28,20.2
2004-02-01,2.3,28229.95,0.20,0.20,0.00,16.3
2004-02-02,4.0,7200.00,0.10,0.10,0.00,14.0
2004-02-03,4.8,31159.04,0.40,0.40,0.00,12.7
2004-02-04,4.3,26790.46,4.00,4.00,0.00,12.5
2004-02-05,2.9,11840.72,0.00,0.00,0.00,15.1
2004-02-06,4.3,22204.49,5.80,5.80,0.00,20.3
2004-02-07,4.1,31876.99,2.90,2.90,0.00,12.5
2004-02-08,3.4,30092.42,0.40,0.40,0.00,7.0
2004-02-09,2.4,32991.06,0.00,0.00,0.00,6.2
2004-02-10,2.0,33683.47,0.00,0.00,0.00,11.8
2004-02-11,4.4,34516.45,0.00,0.00,0.00,12.3
2004-02-12,4.4,34945.90,0.00,0.00,0.00,13.2
2004-02-13,4.4,32799.41,0.60,0.60,0.00,14.5
2004-02-14,5.5,24692.29,8.20,8.20,0.00,16.6
2004-02-15,5.0,22376.43,4.90,4.90,0.00,19.8
2004-02-16,4.7,0.00,9.90,9.90,0.00,21.8
2004-02-17,5.1,10800.00,3.20,3.20,0.00,16.6
2004-02-18,6.5,27953.89,7.20,7.20,0.00,23.7
2004-02-19,5.0,22922.06,1.40,1.40,0.00,9.5
2004-02-20,3.7,37343.81,0.00,0.00,0.00,15.0
2004-02-21,4.1,35414.11,0.00,0.00,0.00,11.8
2004-02-22,5.7,37747.10,0.00,0.00,0.00,14.9
2004-02-23,5.5,14646.83,0.90,0.90,0.00,12.5
2004-02-24,5.5,19825.43,2.90,2.90,0.00,29.2
2004-02-25,4.5,0.00,4.20,4.20,0.00,12.3
2004-02-26,4.6,35486.10,2.50,2.50,0.00,12.3
2004-02-27,4.8,24381.29,2.50,2.50,0.00,9.8
2004-02-28,5.2,25415.05,1.30,1.30,0.00,10.0
2004-02-29,5.8,31768.44,0.00,0.00,0.00,9.7
2004-03-01,4.6,38958.66,0.00,0.00,0.00,15.8
2004-03-02,4.4,39049.26,0.00,0.00,0.00,11.2
2004-03-03,3.5,47.14,9.50,9.50,0.00,21.4
2004-03-04,5.4,38295.02,7.60,7.60,0.00,17.0
2004-03-05,4.5,22832.65,8.10,8.10,0.00,32.0
2004-03-06,4.8,26591.38,0.80,0.80,0.00,18.4
2004-03-07,8.2,0.00,14.80,14.80,0.00,24.5
2004-03-08,10.1,39662.34,0.00,0.00,0.00,11.8
2004-03-09,8.3,34875.24,7.90,7.90,0.00,16.8
2004-03-10,6.8,39600.00,0.00,0.00,0.00,14.8
2004-03-11,6.3,36000.00,0.00,0.00,0.00,11.5
2004-03-12,6.2,10806.39,0.00,0.00,0.00,8.4
2004-03-13,7.3,32082.82,0.00,0.00,0.00,9.9
2004-03-14,7.4,15014.62,1.30,1.30,0.00,20.5
2004-03-15,6.1,29995.48,0.10,0.10,0.00,12.6
2004-03-16,7.2,30944.65,0.10,0.10,0.00,16.3
2004-03-17,7.0,0.00,0.00,0.00,0.00,15.9
2004-03-18,6.5,30216.99,2.10,2.10,0.00,29.6
2004-03-19,5.0,40480.66,0.00,0.00,0.00,21.6
2004-03-20,6.3,34089.06,0.00,0.00,0.00,12.4
2004-03-21,10.9,34663.55,0.10,0.10,0.00,8.5
2004-03-22,11.1,42511.25,0.00,0.00,0.00,7.5
2004-03-23,9.0,38537.23,1.30,1.30,0.00,15.3
2004-03-24,7.1,24369.38,10.60,10.60,0.00,28.4
2004-03-25,6.2,0.00,12.30,12.30,0.00,20.2
2004-03-26,5.8,11818.80,6.30,6.30,0.00,29.6
2004-03-27,7.1,31014.05,3.10,3.10,0.00,16.5
2004-03-28,8.7,44383.71,0.00,0.00,0.00,9.1
2004-03-29,13.3,43318.98,0.00,0.00,0.00,21.3
2004-03-30,7.8,20480.91,10.00,10.00,0.00,21.3
2004-03-31,4.1,35596.54,2.30,2.30,0.00,8.1
2004-04-01,5.3,45245.86,0.00,0.00,0.00,15.8
2004-04-02,7.3,45348.23,0.00,0.00,0.00,20.3
2004-04-03,11.3,43454.17,0.00,0.00,0.00,9.4
2004-04-04,8.6,42768.53,0.00,0.00,0.00,10.4
2004-04-05,8.2,38206.61,0.00,0.00,0.00,5.7
2004-04-06,8.1,43332.69,0.00,0.00,0.00,11.6
2004-04-07,8.5,17349.32,0.00,0.00,0.00,13.9
2004-04-08,8.3,45866.50,0.00,0.00,0.00,12.6
2004-04-09,9.8,46239.58,0.00,0.00,0.00,15.2
2004-04-10,11.8,46613.87,0.00,0.00,0.00,15.9
2004-04-11,14.3,46989.38,0.00,0.00,0.00,15.8
2004-04-12,11.6,34227.34,2.30,2.30,0.00,15.5
2004-04-13,10.9,41139.91,0.10,0.10,0.00,11.2
2004-04-14,8.1,36240.47,4.70,4.70,0.00,19.4
2004-04-15,7.6,43409.44,1.50,1.50,0.00,14.3
2004-04-16,8.3,47022.91,2.10,2.10,0.00,12.6
2004-04-17,8.5,46761.45,0.80,0.80,0.00,8.9
2004-04-18,8.4,48607.86,1.20,1.20,0.00,15.0
2004-04-19,9.5,33825.18,3.40,3.40,0.00,18.7
2004-04-20,7.9,41112.79,4.60,4.60,0.00,21.9
2004-04-21,8.8,47854.69,0.00,0.00,0.00,17.6
2004-04-22,10.2,49733.95,0.00,0.00,0.00,10.3
2004-04-23,9.1,27061.50,2.60,2.60,0.00,19.1
2004-04-24,8.4,49944.32,0.00,0.00,0.00,11.9
2004-04-25,10.8,50047.07,0.00,0.00,0.00,15.6
2004-04-26,14.3,50148.02,0.00,0.00,0.00,11.0
2004-04-27,10.5,41506.45,7.80,7.80,0.00,18.5
2004-04-28,9.8,50345.71,0.00,0.00,0.00,16.4
2004-04-29,11.7,50400.00,0.00,0.00,0.00,15.4
2004-04-30,14.9,50400.00,0.00,0.00,0.00,6.5
2004-05-01,16.5,47555.07,0.00,0.00,0.00,12.4
2004-05-02,14.1,26341.80,1.30,1.30,0.00,11.2
